chrom	start	end	score	track	group
Chr8	127448999	127450799	0.00904005325725325	Plasma	scATAC (nonmalignant)
Chr8	127450799	127452599	0.00578226653501749	Plasma	scATAC (nonmalignant)
Chr8	127452599	127454399	0.00932334847326555	Plasma	scATAC (nonmalignant)
Chr8	127454399	127456199	0.0046418542723423	Plasma	scATAC (nonmalignant)
Chr8	127456199	127457999	0.00756466773315452	Plasma	scATAC (nonmalignant)
Chr8	127457999	127459799	0.00257073467328635	Plasma	scATAC (nonmalignant)
Chr8	127459799	127461599	0.00506750122173721	Plasma	scATAC (nonmalignant)
Chr8	127461599	127463399	0.00419490331273173	Plasma	scATAC (nonmalignant)
Chr8	127463399	127465199	0.000389173659503198	Plasma	scATAC (nonmalignant)
Chr8	127465199	127466999	0.00282590187254134	Plasma	scATAC (nonmalignant)
Chr8	127466999	127468799	0.00218100373010857	Plasma	scATAC (nonmalignant)
Chr8	127468799	127470599	0.00368733545505106	Plasma	scATAC (nonmalignant)
Chr8	127470599	127472399	0.00137369574265776	Plasma	scATAC (nonmalignant)
Chr8	127472399	127474199	0.00157234100246336	Plasma	scATAC (nonmalignant)
Chr8	127474199	127475999	0.00367533594415214	Plasma	scATAC (nonmalignant)
Chr8	127475999	127477799	0.0117456749557483	Plasma	scATAC (nonmalignant)
Chr8	127477799	127479599	0.00398104482878783	Plasma	scATAC (nonmalignant)
Chr8	127479599	127481399	0.00170272509262306	Plasma	scATAC (nonmalignant)
Chr8	127481399	127483199	0.00161230778069346	Plasma	scATAC (nonmalignant)
Chr8	127483199	127484999	0.00384062844293021	Plasma	scATAC (nonmalignant)
Chr8	127484999	127486799	0.00647970759909521	Plasma	scATAC (nonmalignant)
Chr8	127486799	127488599	0.00219087804491299	Plasma	scATAC (nonmalignant)
Chr8	127488599	127490399	0.00353619233700873	Plasma	scATAC (nonmalignant)
Chr8	127490399	127492199	0.000576575682188873	Plasma	scATAC (nonmalignant)
Chr8	127492199	127493999	0.00582904653166823	Plasma	scATAC (nonmalignant)
Chr8	127493999	127495799	0.00347081366830145	Plasma	scATAC (nonmalignant)
Chr8	127495799	127497599	0.00466304102062246	Plasma	scATAC (nonmalignant)
Chr8	127497599	127499399	0.0036050526935932	Plasma	scATAC (nonmalignant)
Chr8	127499399	127501199	0.00899591645505717	Plasma	scATAC (nonmalignant)
Chr8	127501199	127502999	0.00452498054760701	Plasma	scATAC (nonmalignant)
Chr8	127502999	127504799	0.00334376595075446	Plasma	scATAC (nonmalignant)
Chr8	127504799	127506599	0.000569262874640678	Plasma	scATAC (nonmalignant)
Chr8	127506599	127508399	0.0106886484999506	Plasma	scATAC (nonmalignant)
Chr8	127508399	127510199	0.00665275448013636	Plasma	scATAC (nonmalignant)
Chr8	127510199	127511999	0.00160468669330048	Plasma	scATAC (nonmalignant)
Chr8	127511999	127513799	0.006459918506296	Plasma	scATAC (nonmalignant)
Chr8	127513799	127515599	0.00294691029127608	Plasma	scATAC (nonmalignant)
Chr8	127515599	127517399	0.00983518793312763	Plasma	scATAC (nonmalignant)
Chr8	127517399	127519199	0.00238066207719701	Plasma	scATAC (nonmalignant)
Chr8	127519199	127520999	0.00958844035820322	Plasma	scATAC (nonmalignant)
Chr8	127520999	127522799	0.008806141050863	Plasma	scATAC (nonmalignant)
Chr8	127522799	127524599	0.00624082732486122	Plasma	scATAC (nonmalignant)
Chr8	127524599	127526399	0.00469698594679892	Plasma	scATAC (nonmalignant)
Chr8	127526399	127528199	0.00286257852324435	Plasma	scATAC (nonmalignant)
Chr8	127528199	127529999	0.00056414783661193	Plasma	scATAC (nonmalignant)
Chr8	127529999	127531799	0.00359387613088707	Plasma	scATAC (nonmalignant)
Chr8	127531799	127533599	0.0173837878125211	Plasma	scATAC (nonmalignant)
Chr8	127533599	127535399	0.00350218015279472	Plasma	scATAC (nonmalignant)
Chr8	127535399	127537199	0.0142565002101765	Plasma	scATAC (nonmalignant)
Chr8	127537199	127538999	0.00387757236436388	Plasma	scATAC (nonmalignant)
Chr8	127538999	127540799	0.0014584138722109	Plasma	scATAC (nonmalignant)
Chr8	127540799	127542599	0.00473695925764192	Plasma	scATAC (nonmalignant)
Chr8	127542599	127544399	0.00656219659192824	Plasma	scATAC (nonmalignant)
Chr8	127544399	127546199	0.0122676441897024	Plasma	scATAC (nonmalignant)
Chr8	127546199	127547999	0.0100880020218029	Plasma	scATAC (nonmalignant)
Chr8	127547999	127549799	0.00729169878773702	Plasma	scATAC (nonmalignant)
Chr8	127549799	127551599	0.00057434110074532	Plasma	scATAC (nonmalignant)
Chr8	127551599	127553399	0.00570836679398397	Plasma	scATAC (nonmalignant)
Chr8	127553399	127555199	0.00360759294980426	Plasma	scATAC (nonmalignant)
Chr8	127555199	127556999	0.0180871634274749	Plasma	scATAC (nonmalignant)
Chr8	127556999	127558799	0.00461690761979116	Plasma	scATAC (nonmalignant)
Chr8	127558799	127560599	0.00941365199187619	Plasma	scATAC (nonmalignant)
Chr8	127560599	127562399	0.00301630065469607	Plasma	scATAC (nonmalignant)
Chr8	127562399	127564199	0.00370732932222838	Plasma	scATAC (nonmalignant)
Chr8	127564199	127565999	0.00810859188065373	Plasma	scATAC (nonmalignant)
Chr8	127565999	127567799	0.00461452744893081	Plasma	scATAC (nonmalignant)
Chr8	127567799	127569599	0.00197681470444657	Plasma	scATAC (nonmalignant)
Chr8	127569599	127571399	0.000264873941757644	Plasma	scATAC (nonmalignant)
Chr8	127571399	127573199	0.00382342368585906	Plasma	scATAC (nonmalignant)
Chr8	127573199	127574999	0.000415696430069918	Plasma	scATAC (nonmalignant)
Chr8	127574999	127576799	0.00178110766778973	Plasma	scATAC (nonmalignant)
Chr8	127576799	127578599	0.0114034415459558	Plasma	scATAC (nonmalignant)
Chr8	127578599	127580399	0.00988419381204331	Plasma	scATAC (nonmalignant)
Chr8	127580399	127582199	0.0106704325708347	Plasma	scATAC (nonmalignant)
Chr8	127582199	127583999	0.00020966042999195	Plasma	scATAC (nonmalignant)
Chr8	127583999	127585799	0.00296727864077521	Plasma	scATAC (nonmalignant)
Chr8	127585799	127587599	0.00364526956068724	Plasma	scATAC (nonmalignant)
Chr8	127587599	127589399	0.00218618908261294	Plasma	scATAC (nonmalignant)
Chr8	127589399	127591199	0.00100760605797248	Plasma	scATAC (nonmalignant)
Chr8	127591199	127592999	0.00339973600037976	Plasma	scATAC (nonmalignant)
Chr8	127592999	127594799	0.000934083440769821	Plasma	scATAC (nonmalignant)
Chr8	127594799	127596599	0.00502790452223737	Plasma	scATAC (nonmalignant)
Chr8	127596599	127598399	0.00328208681817182	Plasma	scATAC (nonmalignant)
Chr8	127598399	127600199	0.00652823194251785	Plasma	scATAC (nonmalignant)
Chr8	127600199	127601999	0.0087108429483204	Plasma	scATAC (nonmalignant)
Chr8	127601999	127603799	0.00832185321942822	Plasma	scATAC (nonmalignant)
Chr8	127603799	127605599	0.00156052809930522	Plasma	scATAC (nonmalignant)
Chr8	127605599	127607399	0.0086617556549178	Plasma	scATAC (nonmalignant)
Chr8	127607399	127609199	0.00714744769252689	Plasma	scATAC (nonmalignant)
Chr8	127609199	127610999	0.00179033613787359	Plasma	scATAC (nonmalignant)
Chr8	127610999	127612799	0.00686645664801923	Plasma	scATAC (nonmalignant)
Chr8	127612799	127614599	0.0103292119093587	Plasma	scATAC (nonmalignant)
Chr8	127614599	127616399	0.00221811316442534	Plasma	scATAC (nonmalignant)
Chr8	127616399	127618199	0.0109324530661596	Plasma	scATAC (nonmalignant)
Chr8	127618199	127619999	0.0028655388223351	Plasma	scATAC (nonmalignant)
Chr8	127619999	127621799	0.000843291152259268	Plasma	scATAC (nonmalignant)
Chr8	127621799	127623599	0.0103561467205662	Plasma	scATAC (nonmalignant)
Chr8	127623599	127625399	0.00165918993989939	Plasma	scATAC (nonmalignant)
Chr8	127625399	127627199	0.00817655806577144	Plasma	scATAC (nonmalignant)
Chr8	127627199	127628999	0.00501254284150362	Plasma	scATAC (nonmalignant)
Chr8	127628999	127630799	0.0133537393846465	Plasma	scATAC (nonmalignant)
Chr8	127630799	127632599	0.00103360177094591	Plasma	scATAC (nonmalignant)
Chr8	127632599	127634399	0.00900355670435618	Plasma	scATAC (nonmalignant)
Chr8	127634399	127636199	0.00807970414692836	Plasma	scATAC (nonmalignant)
Chr8	127636199	127637999	0.0144064937265345	Plasma	scATAC (nonmalignant)
Chr8	127637999	127639799	0.00476112243644263	Plasma	scATAC (nonmalignant)
Chr8	127639799	127641599	0.00266334798529077	Plasma	scATAC (nonmalignant)
Chr8	127641599	127643399	0.00302295657583836	Plasma	scATAC (nonmalignant)
Chr8	127643399	127645199	0.00856850792295693	Plasma	scATAC (nonmalignant)
Chr8	127645199	127646999	0.0109925216350892	Plasma	scATAC (nonmalignant)
Chr8	127646999	127648799	0.00805669681371406	Plasma	scATAC (nonmalignant)
Chr8	127648799	127650599	0.0146336660221511	Plasma	scATAC (nonmalignant)
Chr8	127650599	127652399	0.00406161667417108	Plasma	scATAC (nonmalignant)
Chr8	127652399	127654199	0.0118138837554	Plasma	scATAC (nonmalignant)
Chr8	127654199	127655999	0.000482288533577692	Plasma	scATAC (nonmalignant)
Chr8	127655999	127657799	0.00422861538480239	Plasma	scATAC (nonmalignant)
Chr8	127657799	127659599	0.00358351391882477	Plasma	scATAC (nonmalignant)
Chr8	127659599	127661399	0.00477467780119444	Plasma	scATAC (nonmalignant)
Chr8	127661399	127663199	0.00618501643271552	Plasma	scATAC (nonmalignant)
Chr8	127663199	127664999	0.00251716097808096	Plasma	scATAC (nonmalignant)
Chr8	127664999	127666799	0.000960546802858376	Plasma	scATAC (nonmalignant)
Chr8	127666799	127668599	0.00338688198062716	Plasma	scATAC (nonmalignant)
Chr8	127668599	127670399	0.00136503925586386	Plasma	scATAC (nonmalignant)
Chr8	127670399	127672199	0.00154247330312196	Plasma	scATAC (nonmalignant)
Chr8	127672199	127673999	0.00202620480067762	Plasma	scATAC (nonmalignant)
Chr8	127673999	127675799	0.0018274347782757	Plasma	scATAC (nonmalignant)
Chr8	127675799	127677599	0.00434662252162986	Plasma	scATAC (nonmalignant)
Chr8	127677599	127679399	0.00411103982770906	Plasma	scATAC (nonmalignant)
Chr8	127679399	127681199	0.00396891542777472	Plasma	scATAC (nonmalignant)
Chr8	127681199	127682999	0.0103525177502784	Plasma	scATAC (nonmalignant)
Chr8	127682999	127684799	0.00192807435218042	Plasma	scATAC (nonmalignant)
Chr8	127684799	127686599	0.00345789592061327	Plasma	scATAC (nonmalignant)
Chr8	127686599	127688399	0.00845995535570854	Plasma	scATAC (nonmalignant)
Chr8	127688399	127690199	0.00597302115682993	Plasma	scATAC (nonmalignant)
Chr8	127690199	127691999	0.00936182544284762	Plasma	scATAC (nonmalignant)
Chr8	127691999	127693799	0.00122167347728378	Plasma	scATAC (nonmalignant)
Chr8	127693799	127695599	0.00232616758317472	Plasma	scATAC (nonmalignant)
Chr8	127695599	127697399	0.00551880674220636	Plasma	scATAC (nonmalignant)
Chr8	127697399	127699199	0.00228174361520921	Plasma	scATAC (nonmalignant)
Chr8	127699199	127700999	0.00447478993206488	Plasma	scATAC (nonmalignant)
Chr8	127700999	127702799	0.00712403069224758	Plasma	scATAC (nonmalignant)
Chr8	127702799	127704599	0.00172195949048055	Plasma	scATAC (nonmalignant)
Chr8	127704599	127706399	0.00229074916555484	Plasma	scATAC (nonmalignant)
Chr8	127706399	127708199	0.00627912728387095	Plasma	scATAC (nonmalignant)
Chr8	127708199	127709999	0.00237445664021376	Plasma	scATAC (nonmalignant)
Chr8	127709999	127711799	0.00448221080212831	Plasma	scATAC (nonmalignant)
Chr8	127711799	127713599	0.00776884748824391	Plasma	scATAC (nonmalignant)
Chr8	127713599	127715399	0.0115781635074405	Plasma	scATAC (nonmalignant)
Chr8	127715399	127717199	0.0169247104975158	Plasma	scATAC (nonmalignant)
Chr8	127717199	127718999	0.0240776205363734	Plasma	scATAC (nonmalignant)
Chr8	127718999	127720799	0.0365541125867719	Plasma	scATAC (nonmalignant)
Chr8	127720799	127722599	0.0467984913347483	Plasma	scATAC (nonmalignant)
Chr8	127722599	127724399	0.0661468413117164	Plasma	scATAC (nonmalignant)
Chr8	127724399	127726199	0.0906763460451917	Plasma	scATAC (nonmalignant)
Chr8	127726199	127727999	0.131588337137269	Plasma	scATAC (nonmalignant)
Chr8	127727999	127729799	0.148859071477004	Plasma	scATAC (nonmalignant)
Chr8	127729799	127731599	0.189308697618311	Plasma	scATAC (nonmalignant)
Chr8	127731599	127733399	0.206116548151304	Plasma	scATAC (nonmalignant)
Chr8	127733399	127735199	0.216271792088421	Plasma	scATAC (nonmalignant)
Chr8	127735199	127736999	0.226218532647286	Plasma	scATAC (nonmalignant)
Chr8	127736999	127738799	0.214690324151097	Plasma	scATAC (nonmalignant)
Chr8	127738799	127740599	0.201188558913229	Plasma	scATAC (nonmalignant)
Chr8	127740599	127742399	0.179127738857972	Plasma	scATAC (nonmalignant)
Chr8	127742399	127744199	0.149909585366532	Plasma	scATAC (nonmalignant)
Chr8	127744199	127745999	0.123141842721448	Plasma	scATAC (nonmalignant)
Chr8	127745999	127747799	0.0932078170116821	Plasma	scATAC (nonmalignant)
Chr8	127747799	127749599	0.0657600599777705	Plasma	scATAC (nonmalignant)
Chr8	127749599	127751399	0.0505474953860496	Plasma	scATAC (nonmalignant)
Chr8	127751399	127753199	0.0391573704169435	Plasma	scATAC (nonmalignant)
Chr8	127753199	127754999	0.0171573315946535	Plasma	scATAC (nonmalignant)
Chr8	127394999	127396799	0.00291640508763475	B cell	scATAC (nonmalignant)
Chr8	127396799	127398599	0.00118311329768935	B cell	scATAC (nonmalignant)
Chr8	127398599	127400399	0.00632515529169865	B cell	scATAC (nonmalignant)
Chr8	127400399	127402199	0.00815781842460908	B cell	scATAC (nonmalignant)
Chr8	127402199	127403999	0.00439500139322198	B cell	scATAC (nonmalignant)
Chr8	127403999	127405799	0.0148230664382754	B cell	scATAC (nonmalignant)
Chr8	127405799	127407599	0.0193686521973858	B cell	scATAC (nonmalignant)
Chr8	127407599	127409399	0.031760963534384	B cell	scATAC (nonmalignant)
Chr8	127409399	127411199	0.0337173390866343	B cell	scATAC (nonmalignant)
Chr8	127411199	127412999	0.029950344109089	B cell	scATAC (nonmalignant)
Chr8	127412999	127414799	0.018781822974368	B cell	scATAC (nonmalignant)
Chr8	127414799	127416599	0.0126433799336064	B cell	scATAC (nonmalignant)
Chr8	127416599	127418399	0.00475285787428629	B cell	scATAC (nonmalignant)
Chr8	127418399	127420199	0.00454753981779913	B cell	scATAC (nonmalignant)
Chr8	127420199	127421999	0.00374875861973605	B cell	scATAC (nonmalignant)
Chr8	127421999	127423799	0.00164724908350155	B cell	scATAC (nonmalignant)
Chr8	127423799	127425599	0.00180763046761185	B cell	scATAC (nonmalignant)
Chr8	127425599	127427399	0.000776214931545223	B cell	scATAC (nonmalignant)
Chr8	127427399	127429199	0.00695456551129005	B cell	scATAC (nonmalignant)
Chr8	127429199	127430999	0.00686597212969333	B cell	scATAC (nonmalignant)
Chr8	127430999	127432799	0.00432574852076527	B cell	scATAC (nonmalignant)
Chr8	127432799	127434599	0.00651254424439507	B cell	scATAC (nonmalignant)
Chr8	127434599	127436399	0.00446710380245165	B cell	scATAC (nonmalignant)
Chr8	127436399	127438199	0.00440188330644368	B cell	scATAC (nonmalignant)
Chr8	127438199	127439999	0.00208309723089851	B cell	scATAC (nonmalignant)
Chr8	127439999	127441799	0.000203145796703025	B cell	scATAC (nonmalignant)
Chr8	127441799	127443599	0.000717948273484244	B cell	scATAC (nonmalignant)
Chr8	127443599	127445399	0.000487556919502792	B cell	scATAC (nonmalignant)
Chr8	127445399	127447199	0.000832148436539809	B cell	scATAC (nonmalignant)
Chr8	127447199	127448999	0.00738155551699339	B cell	scATAC (nonmalignant)
Chr8	127448999	127450799	0.00773004766745324	B cell	scATAC (nonmalignant)
Chr8	127450799	127452599	0.0068546351784576	B cell	scATAC (nonmalignant)
Chr8	127452599	127454399	0.00153438478999132	B cell	scATAC (nonmalignant)
Chr8	127454399	127456199	0.000890748192288041	B cell	scATAC (nonmalignant)
Chr8	127456199	127457999	0.00420432776989467	B cell	scATAC (nonmalignant)
Chr8	127457999	127459799	0.00351927331674545	B cell	scATAC (nonmalignant)
Chr8	127459799	127461599	0.00190174267386392	B cell	scATAC (nonmalignant)
Chr8	127461599	127463399	0.00306423726601806	B cell	scATAC (nonmalignant)
Chr8	127463399	127465199	0.00423805049098446	B cell	scATAC (nonmalignant)
Chr8	127465199	127466999	0.00725628736905069	B cell	scATAC (nonmalignant)
Chr8	127466999	127468799	0.00520219407355818	B cell	scATAC (nonmalignant)
Chr8	127468799	127470599	0.000123295650483323	B cell	scATAC (nonmalignant)
Chr8	127470599	127472399	0.0043110016544402	B cell	scATAC (nonmalignant)
Chr8	127472399	127474199	0.003541434050129	B cell	scATAC (nonmalignant)
Chr8	127474199	127475999	0.0031828404902695	B cell	scATAC (nonmalignant)
Chr8	127475999	127477799	0.00454375997608369	B cell	scATAC (nonmalignant)
Chr8	127477799	127479599	0.00291366224474871	B cell	scATAC (nonmalignant)
Chr8	127479599	127481399	0.000405488741265571	B cell	scATAC (nonmalignant)
Chr8	127481399	127483199	0.000218227452173972	B cell	scATAC (nonmalignant)
Chr8	127483199	127484999	0.00137693070690761	B cell	scATAC (nonmalignant)
Chr8	127484999	127486799	0.00517383379864124	B cell	scATAC (nonmalignant)
Chr8	127486799	127488599	0.00222006677337495	B cell	scATAC (nonmalignant)
Chr8	127488599	127490399	0.00671194700033732	B cell	scATAC (nonmalignant)
Chr8	127490399	127492199	0.000816898187374249	B cell	scATAC (nonmalignant)
Chr8	127492199	127493999	0.0012459935180457	B cell	scATAC (nonmalignant)
Chr8	127493999	127495799	0.00331235370661487	B cell	scATAC (nonmalignant)
Chr8	127495799	127497599	0.00321985378937458	B cell	scATAC (nonmalignant)
Chr8	127497599	127499399	0.00425963980892798	B cell	scATAC (nonmalignant)
Chr8	127499399	127501199	0.00362362685606218	B cell	scATAC (nonmalignant)
Chr8	127501199	127502999	0.000690077787384059	B cell	scATAC (nonmalignant)
Chr8	127502999	127504799	0.00172853654866129	B cell	scATAC (nonmalignant)
Chr8	127504799	127506599	0.00203940915144849	B cell	scATAC (nonmalignant)
Chr8	127506599	127508399	0.00271191796985404	B cell	scATAC (nonmalignant)
Chr8	127508399	127510199	0.0111699013904867	B cell	scATAC (nonmalignant)
Chr8	127510199	127511999	0.00658810067371229	B cell	scATAC (nonmalignant)
Chr8	127511999	127513799	0.00210941963903193	B cell	scATAC (nonmalignant)
Chr8	127513799	127515599	0.00371259494401198	B cell	scATAC (nonmalignant)
Chr8	127515599	127517399	0.00123274194196544	B cell	scATAC (nonmalignant)
Chr8	127517399	127519199	0.00267382943678847	B cell	scATAC (nonmalignant)
Chr8	127519199	127520999	0.0068777196699065	B cell	scATAC (nonmalignant)
Chr8	127520999	127522799	0.00205391920914223	B cell	scATAC (nonmalignant)
Chr8	127522799	127524599	0.0053605467225037	B cell	scATAC (nonmalignant)
Chr8	127524599	127526399	0.00472096728786858	B cell	scATAC (nonmalignant)
Chr8	127526399	127528199	0.00330297453430065	B cell	scATAC (nonmalignant)
Chr8	127528199	127529999	0.00231612608922144	B cell	scATAC (nonmalignant)
Chr8	127529999	127531799	0.00416748603678442	B cell	scATAC (nonmalignant)
Chr8	127531799	127533599	0.00828054415971843	B cell	scATAC (nonmalignant)
Chr8	127533599	127535399	0.00121473509172705	B cell	scATAC (nonmalignant)
Chr8	127535399	127537199	0.00367414656830365	B cell	scATAC (nonmalignant)
Chr8	127537199	127538999	0.00144025034000572	B cell	scATAC (nonmalignant)
Chr8	127538999	127540799	0.0125993260079524	B cell	scATAC (nonmalignant)
Chr8	127540799	127542599	0.0027962035869258	B cell	scATAC (nonmalignant)
Chr8	127542599	127544399	0.00185387558850118	B cell	scATAC (nonmalignant)
Chr8	127544399	127546199	0.00123175315374276	B cell	scATAC (nonmalignant)
Chr8	127546199	127547999	0.00534266788924327	B cell	scATAC (nonmalignant)
Chr8	127547999	127549799	0.000944298168668046	B cell	scATAC (nonmalignant)
Chr8	127549799	127551599	0.00350050522929032	B cell	scATAC (nonmalignant)
Chr8	127551599	127553399	0.000274359392411634	B cell	scATAC (nonmalignant)
Chr8	127553399	127555199	2.36203608820981e-05	B cell	scATAC (nonmalignant)
Chr8	127555199	127556999	0.00256872146798494	B cell	scATAC (nonmalignant)
Chr8	127556999	127558799	0.00116041401513551	B cell	scATAC (nonmalignant)
Chr8	127558799	127560599	0.00251901690338275	B cell	scATAC (nonmalignant)
Chr8	127560599	127562399	0.00465573514931788	B cell	scATAC (nonmalignant)
Chr8	127562399	127564199	0.00433341442105986	B cell	scATAC (nonmalignant)
Chr8	127564199	127565999	0.0080753833424958	B cell	scATAC (nonmalignant)
Chr8	127565999	127567799	0.00207427375647698	B cell	scATAC (nonmalignant)
Chr8	127567799	127569599	0.0014793971445064	B cell	scATAC (nonmalignant)
Chr8	127569599	127571399	0.0025070695860752	B cell	scATAC (nonmalignant)
Chr8	127571399	127573199	0.000841981823960807	B cell	scATAC (nonmalignant)
Chr8	127573199	127574999	0.00742252547902153	B cell	scATAC (nonmalignant)
Chr8	127574999	127576799	0.00467582368058024	B cell	scATAC (nonmalignant)
Chr8	127576799	127578599	0.00659161632614836	B cell	scATAC (nonmalignant)
Chr8	127578599	127580399	0.0042176132266131	B cell	scATAC (nonmalignant)
Chr8	127580399	127582199	0.000901185319953153	B cell	scATAC (nonmalignant)
Chr8	127582199	127583999	0.0073675859692763	B cell	scATAC (nonmalignant)
Chr8	127583999	127585799	0.00148427555123795	B cell	scATAC (nonmalignant)
Chr8	127585799	127587599	0.0024180316273914	B cell	scATAC (nonmalignant)
Chr8	127587599	127589399	0.000342332295472161	B cell	scATAC (nonmalignant)
Chr8	127589399	127591199	0.00144416073027399	B cell	scATAC (nonmalignant)
Chr8	127591199	127592999	0.00657390687816586	B cell	scATAC (nonmalignant)
Chr8	127592999	127594799	0.00147786343608899	B cell	scATAC (nonmalignant)
Chr8	127594799	127596599	0.000322892179099064	B cell	scATAC (nonmalignant)
Chr8	127596599	127598399	0.00388141095242039	B cell	scATAC (nonmalignant)
Chr8	127598399	127600199	0.00539805310166844	B cell	scATAC (nonmalignant)
Chr8	127600199	127601999	0.00296074603907059	B cell	scATAC (nonmalignant)
Chr8	127601999	127603799	0.00163381332095288	B cell	scATAC (nonmalignant)
Chr8	127603799	127605599	0.0114792805363461	B cell	scATAC (nonmalignant)
Chr8	127605599	127607399	0.00201464359360653	B cell	scATAC (nonmalignant)
Chr8	127607399	127609199	0.00562951724392572	B cell	scATAC (nonmalignant)
Chr8	127609199	127610999	0.00531546368717015	B cell	scATAC (nonmalignant)
Chr8	127610999	127612799	0.00578196674072805	B cell	scATAC (nonmalignant)
Chr8	127612799	127614599	0.00477335502840054	B cell	scATAC (nonmalignant)
Chr8	127614599	127616399	0.00321178441436335	B cell	scATAC (nonmalignant)
Chr8	127616399	127618199	0.000648457545471213	B cell	scATAC (nonmalignant)
Chr8	127618199	127619999	0.00147914585347934	B cell	scATAC (nonmalignant)
Chr8	127619999	127621799	0.00412449759009215	B cell	scATAC (nonmalignant)
Chr8	127621799	127623599	0.00574415625007625	B cell	scATAC (nonmalignant)
Chr8	127623599	127625399	0.00792786970381287	B cell	scATAC (nonmalignant)
Chr8	127625399	127627199	0.000664230464224982	B cell	scATAC (nonmalignant)
Chr8	127627199	127628999	0.0005944986556365	B cell	scATAC (nonmalignant)
Chr8	127628999	127630799	0.000597133475119159	B cell	scATAC (nonmalignant)
Chr8	127630799	127632599	0.000967470461865719	B cell	scATAC (nonmalignant)
Chr8	127632599	127634399	0.00734736220314878	B cell	scATAC (nonmalignant)
Chr8	127634399	127636199	0.0108019891389737	B cell	scATAC (nonmalignant)
Chr8	127636199	127637999	0.0115484557276079	B cell	scATAC (nonmalignant)
Chr8	127637999	127639799	0.00492293285988363	B cell	scATAC (nonmalignant)
Chr8	127639799	127641599	0.00755386826787691	B cell	scATAC (nonmalignant)
Chr8	127641599	127643399	0.000222538768807845	B cell	scATAC (nonmalignant)
Chr8	127643399	127645199	0.00576740507459885	B cell	scATAC (nonmalignant)
Chr8	127645199	127646999	0.0114707156881143	B cell	scATAC (nonmalignant)
Chr8	127646999	127648799	0.00269335699290306	B cell	scATAC (nonmalignant)
Chr8	127648799	127650599	0.000731787307517181	B cell	scATAC (nonmalignant)
Chr8	127650599	127652399	0.00489609308955897	B cell	scATAC (nonmalignant)
Chr8	127652399	127654199	0.00915586415803135	B cell	scATAC (nonmalignant)
Chr8	127654199	127655999	0.00935017999098688	B cell	scATAC (nonmalignant)
Chr8	127655999	127657799	0.00751510195854441	B cell	scATAC (nonmalignant)
Chr8	127657799	127659599	0.0115915927116685	B cell	scATAC (nonmalignant)
Chr8	127659599	127661399	0.00628141105791245	B cell	scATAC (nonmalignant)
Chr8	127661399	127663199	0.00469251756506769	B cell	scATAC (nonmalignant)
Chr8	127663199	127664999	0.00263390019281995	B cell	scATAC (nonmalignant)
Chr8	127664999	127666799	0.00866639026415504	B cell	scATAC (nonmalignant)
Chr8	127666799	127668599	0.00539364190156864	B cell	scATAC (nonmalignant)
Chr8	127668599	127670399	0.00184869785789047	B cell	scATAC (nonmalignant)
